"Gene","HR","HR_lower","HR_upper","p_value"
"ZNF48",0.906,0.378,2.172,0.825006
"HACE1",1.107,0.776,1.578,0.576182
"PAX8-AS1",1.15,0.967,1.367,0.11426
"FOXQ1",1.098,0.943,1.277,0.228505
"ZMYND19",1.088,0.69,1.716,0.717326
"SUSD2",2.109,1.19,3.739,0.010617
"ADCK1",0.888,0.457,1.725,0.725181
"INTS6L",0.88,0.653,1.186,0.402513
"MIR503",0.711,0.373,1.357,0.301256
"SLC16A9",0.886,0.739,1.061,0.188941
"CMBL",0.778,0.529,1.145,0.202882
"AAED1",1.394,0.967,2.008,0.074716
"EEFSEC",0.833,0.447,1.552,0.564566
"SEPT1",0.8,0.506,1.265,0.340374
"MAGI2-AS3",2.149,1.161,3.977,0.014885
"SCARF2",1.513,0.784,2.923,0.217338
"SFXN2",0.678,0.323,1.423,0.30438
"LNX2",1.026,0.704,1.495,0.893431
"TMEM86A",1.494,0.577,3.865,0.408354
"LOC105371763",1.107,0.618,1.981,0.732871
"EXOC8",0.964,0.621,1.498,0.871867
"TMPO-AS1",0.732,0.392,1.369,0.328841
"TECPR1",1.513,0.827,2.77,0.179281
"KLHDC9",0.977,0.645,1.479,0.911895
"TMEM170A",0.633,0.34,1.177,0.148227
"SH3BP5-AS1",1.53,0.873,2.683,0.137692
"ALDH16A1",0.822,0.477,1.418,0.481334
"FLJ37453",0.885,0.351,2.235,0.796752
"DIS3L2",0.718,0.309,1.669,0.44174
"ZBED6CL",0.967,0.619,1.511,0.882904
"MB21D2",1.258,0.854,1.853,0.245852
"METTL14",1.553,0.698,3.455,0.280461
"EPSTI1",0.896,0.73,1.098,0.289456
"TSPAN11",0.876,0.581,1.321,0.527222
"TARSL2",0.993,0.417,2.364,0.986936
"BCL9L",1.989,1.297,3.051,0.001622
"TMEM201",0.915,0.505,1.657,0.7702
"GPX8",1.224,0.994,1.507,0.057046
"TBC1D24",0.977,0.633,1.507,0.916073
"STK32C",0.818,0.456,1.467,0.500334
"THAP5",1.012,0.609,1.682,0.963801
"FBXL16",0.877,0.574,1.339,0.543627
"RIMS4",0.932,0.345,2.521,0.889959
"EBF1",1.57,1.064,2.317,0.023214
"NACC1",0.78,0.345,1.761,0.549539
"FAM65C",0.764,0.353,1.655,0.495024
"SNHG18",0.83,0.647,1.065,0.142556
"ERMARD",1.401,0.783,2.51,0.256328
"RNF150",1.302,0.918,1.847,0.13945
"TEPSIN",0.477,0.129,1.768,0.268287
"ZNF75A",0.908,0.47,1.751,0.772343
"MROH6",1.109,0.689,1.787,0.669745
"LRSAM1",1.013,0.567,1.81,0.965643
"FAM3D",0.989,0.834,1.174,0.903022
"ZNF326",0.599,0.312,1.15,0.123728
"OXNAD1",0.667,0.41,1.085,0.1025
"HYLS1",0.938,0.632,1.393,0.751917
"LRCH2",1.273,0.919,1.764,0.146027
"STPG1",0.8,0.365,1.751,0.576607
"LOC100287413",0.802,0.493,1.303,0.372945
"L3HYPDH",1.255,0.822,1.916,0.292529
"ATAD3A",0.707,0.383,1.306,0.268348
"CYP4X1",1.014,0.898,1.145,0.826318
"TCEAL7",1.32,1.061,1.643,0.012871
"GTSF1",1.049,0.825,1.335,0.694751
"UBXN11",0.87,0.506,1.499,0.616843
"ARHGEF37",1.193,0.639,2.229,0.579409
"ANKRD13B",0.89,0.584,1.355,0.58557
"CPAMD8",0.818,0.391,1.71,0.593522
"NUTM2B-AS1",1.955,1.006,3.799,0.047988
"ST6GALNAC1",0.892,0.796,1,0.049186
"RNF166",0.734,0.475,1.134,0.163906
"MRGPRF",1.173,0.981,1.402,0.079564
"TMEM63C",1.1,0.784,1.542,0.58183
"C10orf99",0.984,0.886,1.092,0.760847
"ARMC5",0.941,0.499,1.775,0.852013
"CLIC6",1.012,0.74,1.384,0.941407
"RNF139-AS1",1.121,0.775,1.621,0.5432
"RBMXL1",1.417,0.953,2.108,0.085366
"TMEM139",1.13,0.841,1.519,0.416156
"FAM81A",0.541,0.249,1.171,0.119018
"RERG",1.279,1,1.634,0.049613
"PCSK9",0.64,0.487,0.842,0.001425
"IGFBPL1",1.182,0.766,1.824,0.449355
"LYPD6",0.786,0.465,1.329,0.3689
"SAMD10",0.359,0.146,0.882,0.025572
"CELF6",0.658,0.282,1.535,0.332637
"ECSCR",1.101,0.737,1.646,0.638736
"FAM57B",0.979,0.577,1.662,0.937919
"COG1",0.225,0.067,0.756,0.015781
"MED30",0.569,0.335,0.967,0.037107
"SLC9A9",1.416,0.8,2.506,0.23293
"MIRLET7D",1.417,0.932,2.156,0.102998
"ZFP62",1.05,0.68,1.624,0.824761
"MYO1G",1.226,0.695,2.165,0.481352
"TRIM59",1.22,0.864,1.721,0.258163
"ENPP5",0.983,0.728,1.328,0.91212
"TLCD1",0.633,0.459,0.873,0.00528
"C16orf74",0.699,0.392,1.244,0.223279
"ZC3H6",1.715,0.99,2.97,0.054359
"ZNF558",0.776,0.526,1.145,0.201916
"THAP6",1.55,0.473,5.074,0.4693
"WDR53",0.682,0.359,1.295,0.241628
"LGR6",0.958,0.782,1.174,0.679349
"LGI4",0.75,0.376,1.495,0.413189
"RGAG4",1.401,0.666,2.949,0.374457
"EVA1A",0.95,0.754,1.196,0.663061
"LARGE2",1.064,0.761,1.487,0.717581
"TXLNB",1.315,0.344,5.028,0.688809
"LOC389831",0.745,0.511,1.088,0.127523
"LOC105373849",1.243,0.714,2.163,0.441967
"C2orf76",1.232,0.804,1.887,0.338429
"FMNL3",1.671,0.902,3.093,0.102395
"SHD",0.733,0.434,1.24,0.247086
"PEBP4",0.81,0.411,1.597,0.543301
"RP9",0.668,0.347,1.284,0.226108
"CDC42EP5",0.889,0.714,1.107,0.291963
"PLBD2",1.118,0.655,1.908,0.683302
"C4orf32",1.239,0.745,2.061,0.408934
"PCNX3",1.188,0.686,2.055,0.539074
"CPXM1",1.251,0.955,1.638,0.10363
"TMEM161B",0.581,0.339,0.997,0.048891
"TRNP1",1.288,0.906,1.832,0.158535
"MVB12A",0.988,0.662,1.474,0.951702
"IDNK",0.913,0.519,1.606,0.752754
"TRABD2A",0.63,0.389,1.019,0.059395
"LOC154761",0.899,0.592,1.367,0.619944
"FAM104B",1.419,0.717,2.81,0.314616
"IGDCC4",1.206,0.947,1.536,0.129363
"KLHL13",1.071,0.908,1.263,0.415309
"ARHGAP39",0.748,0.461,1.212,0.237899
"ANXA2R",0.907,0.529,1.557,0.724136
"FOXN3-AS1",0.536,0.221,1.301,0.167981
"TMEM198",1.272,0.636,2.542,0.4962
"WDR90",0.594,0.257,1.375,0.22404
"VIT",0.95,0.452,1.999,0.892625
"LOC648987",0.627,0.3,1.312,0.215224
"TPGS1",0.877,0.445,1.728,0.705086
"SMIM10L2B",1.142,0.731,1.786,0.559715
"ASB2",0.947,0.659,1.359,0.766262
"LOC100506990",1.507,0.93,2.441,0.095674
"UCA1",0.973,0.85,1.113,0.690154
"BEND3",0.649,0.372,1.133,0.128493
"LOC105379499",1.058,0.834,1.343,0.641861
"GTF2IP20",1.216,0.631,2.345,0.559187
"SHANK3",1.414,0.865,2.313,0.167434
"ST3GAL4-AS1",1.066,0.575,1.977,0.83889
"LINGO1",1.291,0.755,2.21,0.3507
"MYPOP",0.504,0.25,1.016,0.055343
"LOC339803",2.317,1.192,4.506,0.01324
"FGD4",1.028,0.726,1.456,0.876886
"PHACTR3",0.961,0.786,1.176,0.700076
"FAM98C",0.492,0.285,0.85,0.010931
"ANKRD9",0.493,0.277,0.879,0.016438
"CCDC74B",1.153,0.569,2.335,0.692327
"PDDC1",0.853,0.493,1.476,0.570116
"NRK",1.972,0.99,3.927,0.053465
"TOR2A",0.915,0.387,2.164,0.839945
"C2orf69",0.79,0.522,1.196,0.265247
"GPRIN1",0.949,0.363,2.476,0.914089
"SMIM10",1.671,0.745,3.748,0.212425
"RBM4",1.183,0.853,1.64,0.313947
"CYB561D1",0.849,0.429,1.68,0.638634
"RILPL2",1.332,0.913,1.942,0.13638
"LOC100506098",1.096,0.821,1.463,0.534482
"SLU7",1.035,0.628,1.705,0.894033
"SPACA6",2.273,0.753,6.862,0.145055
"IL17RD",1.528,1.069,2.183,0.019998
"S100A16",1.009,0.722,1.409,0.95852
"PWWP2B",1.003,0.492,2.045,0.993752
"LINC00261",0.86,0.737,1.003,0.055153
"CEP85L",1.146,0.588,2.236,0.688554
"FAM92A1",1.079,0.792,1.469,0.629754
"NKAIN4",1.5,0.447,5.034,0.511404
"CCDC18",0.533,0.144,1.977,0.347068
"ARMCX5-GPRASP2",1.391,0.957,2.022,0.083367
"GAREM2",0.578,0.232,1.441,0.239795
"E2F7",0.727,0.481,1.098,0.129292
"STK33",0.922,0.428,1.987,0.836513
"RARA-AS1",0.833,0.462,1.504,0.544679
"AASDH",1.452,0.838,2.516,0.18327
"UTP15",0.787,0.507,1.222,0.285499
"SNORA72",1.038,0.701,1.536,0.853186
"ZNF503-AS2",1.048,0.313,3.505,0.93947
"SNHG19",0.886,0.645,1.218,0.457143
"ARFGEF3",1.041,0.75,1.445,0.809674
"NAPSB",0.98,0.629,1.526,0.927622
"DDIT4L",1.359,0.922,2.003,0.121753
"ZG16B",1.046,0.871,1.257,0.627919
"SLC35F1",1.868,0.947,3.682,0.071344
"CCDC126",1.113,0.698,1.773,0.652678
"NAP1L5",1.074,0.782,1.475,0.660263
"C17orf96",0.676,0.427,1.071,0.095142
"GOLGA7B",1.127,0.621,2.044,0.693855
"MTFR2",0.656,0.427,1.009,0.054819
"GIMAP7",1.095,0.846,1.418,0.489841
"NANP",0.863,0.64,1.165,0.336699
"MMP25-AS1",0.557,0.144,2.161,0.397573
"MIR6748",0.89,0.495,1.598,0.696008
"NMNAT3",0.823,0.483,1.402,0.473364
"JAML",0.954,0.648,1.404,0.811956
"PIFO",0.922,0.562,1.511,0.746894
"PPM1L",1.108,0.535,2.295,0.782967
"RABGEF1",0.758,0.398,1.443,0.39836
"RAB37",0.882,0.568,1.369,0.576482
"LINC01296",1.014,0.806,1.274,0.908234
"LOC102723722",0.845,0.384,1.861,0.67612
"CTXN1",0.991,0.474,2.069,0.97995
"C1orf52",1.28,0.703,2.33,0.419554
"ZSCAN25",0.612,0.314,1.193,0.149382
"RIPK3",0.789,0.485,1.285,0.341046
"ZNF300",1.291,0.93,1.791,0.126617
"ZNF584",0.47,0.234,0.943,0.033573
"BMT2",1.204,0.813,1.782,0.354534
"RNF144B",1.76,0.919,3.37,0.088199
"C19orf44",0.847,0.26,2.764,0.783393
"LOC100996735",0.977,0.733,1.3,0.871
"OLIG1",0.676,0.183,2.491,0.555997
"PLEKHG4",0.971,0.708,1.33,0.852922
"TTLL11",0.755,0.242,2.353,0.628181
"S1PR3",1.46,1.055,2.02,0.022414
"ADCY5",0.678,0.239,1.92,0.463791
"DISP1",1.133,0.772,1.662,0.522964
"ZNF25",1.458,0.882,2.411,0.141797
"RSPO3",1.113,0.929,1.333,0.247393
"ATG4C",0.956,0.618,1.481,0.841356
"ARL13B",1.03,0.736,1.441,0.863966
"HS3ST4",1.249,0.893,1.748,0.194289
"LOC100499489",0.917,0.387,2.169,0.842913
"ZNF354C",1.428,0.58,3.512,0.4384
"LHX4-AS1",0.721,0.373,1.394,0.331278
"ERCC6L2",1.078,0.375,3.096,0.888717
"ISM2",1.091,0.592,2.009,0.779948
"PSMG4",0.593,0.224,1.571,0.29332
"SLC44A3",0.905,0.705,1.162,0.435687
"ZSWIM3",0.665,0.402,1.1,0.11244
"ZNF775",0.673,0.22,2.055,0.486929
"DACT3",1.247,0.741,2.098,0.40662
"ZNF526",0.841,0.461,1.533,0.571304
"HELZ2",0.534,0.248,1.148,0.108235
"VSIG2",1.031,0.859,1.237,0.74577
"FREM1",1.148,0.858,1.537,0.352852
"MIR424",1.193,0.728,1.955,0.482827
"SLC52A3",0.91,0.542,1.526,0.719864
"AGR3",0.98,0.889,1.08,0.684622
"N4BP2",1.263,0.777,2.053,0.345321
"BLOC1S3",0.315,0.127,0.779,0.012385
"LOC100509445",1.12,0.871,1.44,0.378073
"C11orf74",1.349,0.871,2.089,0.179556
"LOXL3",0.977,0.545,1.75,0.937558
"ANKRD52",1.147,0.627,2.097,0.656596
"TBC1D10C",1.103,0.695,1.753,0.676866
"MAP7D2",1.002,0.884,1.134,0.980375
"GRASP",0.975,0.495,1.923,0.942515
"ACCS",0.942,0.582,1.526,0.808651
"ZNF853",1.629,0.962,2.756,0.069294
"SDSL",0.869,0.557,1.358,0.537943
"LINC00888",1.182,0.865,1.615,0.293778
"FBXL19",0.8,0.43,1.486,0.479502
"DDIAS",0.774,0.579,1.035,0.083906
"MFSD8",0.833,0.51,1.361,0.465694
"CMC1",0.673,0.44,1.029,0.067762
"TDRD9",1.223,0.48,3.112,0.673351
"DEPDC7",1.041,0.865,1.254,0.6683
"PCED1B",1.209,0.876,1.669,0.247522
"FAM187A",1.168,0.465,2.936,0.740621
"RBM43",1.606,0.797,3.236,0.184756
"ZNF565",0.719,0.45,1.149,0.167739
"EMILIN3",0.891,0.644,1.233,0.486351
"PI16",0.898,0.498,1.62,0.720687
"CLHC1",1.102,0.748,1.624,0.622987
"CRIPAK",1.082,0.706,1.656,0.718499
"CARNMT1",0.901,0.563,1.443,0.664853
"WDR27",0.929,0.246,3.508,0.913595
"ZUFSP",0.925,0.639,1.34,0.680689
"CEP44",0.968,0.505,1.858,0.923225
"COLCA2",1.023,0.862,1.213,0.797934
"NUDT16",0.467,0.244,0.893,0.0213
"KIAA1958",0.964,0.607,1.53,0.876488
"UBASH3B",1.189,0.644,2.194,0.579421
"MORN4",2.279,1.009,5.15,0.047642
"NDUFAF2",0.777,0.506,1.194,0.250329
"LYPD6B",1.084,0.798,1.472,0.606367
"FAM26F",0.844,0.571,1.247,0.395147
"ZNF784",0.505,0.264,0.964,0.038473
"CPNE8",1.164,0.809,1.675,0.41442
"ALPK2",1.182,0.648,2.154,0.585396
"IGSF11",1.775,0.701,4.496,0.226147
"GGTA1P",1.084,0.828,1.419,0.557601
"OTULIN",0.736,0.294,1.84,0.511542
"PNPLA7",0.608,0.215,1.718,0.348035
"PYROXD2",1.731,0.836,3.585,0.139568
"LINC01355",1.28,0.778,2.103,0.330924
"GNL3",0.712,0.455,1.112,0.135568
"OSR1",1.164,0.809,1.674,0.413041
"ZBED3",0.752,0.531,1.063,0.106805
"ENHO",1.615,0.727,3.585,0.238763
"IRX2",1.116,0.846,1.473,0.43789
"RHPN1",0.794,0.401,1.574,0.509073
"SMYD1",1.209,0.486,3.012,0.683134
"PLIN4",0.929,0.586,1.472,0.752879
"GAB3",1.243,0.437,3.535,0.684021
"LOC643072",0.776,0.408,1.478,0.440424
"LHFPL4",0.982,0.515,1.873,0.956108
"BOLA3-AS1",1.388,0.603,3.193,0.441214
"MSC-AS1",1.481,1,2.194,0.050217
"BATF2",0.824,0.632,1.075,0.153611
"KIAA2026",1.754,0.74,4.157,0.201532
"MAP6",0.913,0.216,3.86,0.901714
"PLEKHA7",0.716,0.454,1.129,0.150897
"C6orf226",1.174,0.695,1.98,0.548796
"ZNF319",1.109,0.578,2.127,0.755288
"SH3RF3",1.098,0.765,1.575,0.611514
"FOXA3",0.765,0.605,0.968,0.025741
"GABPB2",0.812,0.514,1.282,0.370783
"PURB",0.915,0.44,1.901,0.811426
"MASTL",0.853,0.626,1.161,0.311688
"CCDC61",0.805,0.305,2.125,0.661243
"CCDC191",0.753,0.423,1.342,0.336699
"TVP23C-CDRT4",1.022,0.556,1.876,0.945107
"TM4SF18",1.427,0.995,2.046,0.053248
"CRIM1",1.038,0.739,1.458,0.830479
"SLC22A15",1.221,0.921,1.62,0.165337
"THAP8",1.151,0.554,2.39,0.706434
"GALNT15",1.509,0.929,2.452,0.09642
"SPHKAP",2.452,0.823,7.31,0.107477
"LOC90784",0.909,0.583,1.416,0.673334
"CDAN1",1.15,0.435,3.044,0.778096
"LOC102725426",0.953,0.582,1.561,0.848352
"NANOS1",0.612,0.232,1.613,0.320566
"ADCK5",0.625,0.389,1.006,0.052916
"MIR29C",0.987,0.748,1.303,0.927196
"C1orf162",1.048,0.829,1.325,0.695051
"PRMT9",1.138,0.693,1.868,0.608802
"ZNF662",1.128,0.792,1.607,0.503353
"RTN4R",0.737,0.422,1.288,0.284622
"C14orf80",0.627,0.33,1.191,0.153468
"LINC01116",1.163,0.895,1.51,0.258385
"KIAA1804",0.78,0.586,1.038,0.088395
"BTBD11",1.002,0.69,1.454,0.991538
"TMTC2",1.17,0.834,1.641,0.363385
"IL20RB",1.506,0.922,2.461,0.102148
"ODF2L",0.591,0.287,1.221,0.155468
"RBM45",0.435,0.138,1.371,0.155092
"LIN52",1.192,0.623,2.277,0.595904
"FAM83G",0.697,0.35,1.388,0.304345
"MTMR9LP",0.531,0.181,1.556,0.248398
"DPP10",0.933,0.674,1.292,0.677031
"FAM221A",0.926,0.734,1.169,0.517622
"HAGLR",0.958,0.659,1.391,0.820773
"UBXN2A",1.681,0.872,3.239,0.1207
"TCTEX1D2",1.084,0.811,1.449,0.584703
"LOC102723600",1.146,0.523,2.51,0.733823
"RAB30-AS1",0.867,0.479,1.568,0.636526
"LINC00116",0.916,0.642,1.306,0.627418
"LOC286161",0.824,0.486,1.397,0.472088
"PEAR1",1.667,1.074,2.587,0.022778
"LOC101927027",1.284,0.721,2.285,0.395654
"HFE2",0.711,0.34,1.488,0.365377
"CITED4",0.783,0.48,1.277,0.326561
"MEG9",0.624,0.166,2.347,0.48523
"CNTROB",0.905,0.375,2.182,0.824134
"BHLHE22",1.006,0.557,1.816,0.984828
"ZDHHC1",0.751,0.369,1.526,0.428079
"SNHG9",0.97,0.627,1.499,0.889416
"LOC100049716",1.497,0.764,2.932,0.239896
"LRG1",0.942,0.721,1.23,0.65871
"NOTUM",1.34,1.067,1.683,0.011938
"ZNF776",1.038,0.441,2.442,0.931526
"SPIN4",0.988,0.75,1.301,0.931737
"LOC102606465",1.758,0.947,3.266,0.07406
"CYYR1",1.367,1.005,1.859,0.046585
"USP30-AS1",0.709,0.409,1.228,0.219765
"ORAOV1",0.651,0.305,1.39,0.267223
"RASAL3",1.037,0.637,1.688,0.883258
"CCEPR",1.707,0.9,3.238,0.101839
"DAPK3",1.298,0.448,3.761,0.630834
"C8orf46",0.893,0.208,3.839,0.879403
"SLC45A3",0.568,0.327,0.99,0.045878
"CXorf38",1.172,0.744,1.845,0.494469
"LINC-PINT",1.95,0.853,4.457,0.113307
"CLDN23",1.013,0.759,1.353,0.930917
"CAPN12",1.376,0.99,1.913,0.057373
"ZCCHC12",1.29,0.515,3.23,0.586372
"ZSWIM7",0.967,0.547,1.709,0.906992
"SORCS2",1.294,0.782,2.14,0.316096
"KRBOX1",0.948,0.64,1.406,0.791418
"NPTN-IT1",1.253,0.905,1.736,0.174956
"PUSL1",0.742,0.461,1.194,0.219375
"TOX2",0.972,0.713,1.324,0.85574
"D2HGDH",0.638,0.373,1.091,0.100386
"CYS1",1.483,1.101,1.998,0.00952
"HCN3",0.959,0.502,1.833,0.899668
"SGTB",1.263,0.698,2.288,0.440227
"ZDBF2",1.527,0.75,3.105,0.242981
"LOC101927974",0.826,0.475,1.437,0.499122
"NEDD8-MDP1",0.989,0.596,1.639,0.96437
"ZSCAN22",1.015,0.448,2.297,0.971738
"GPR146",1.16,0.592,2.275,0.664952
"LOC100506100",0.647,0.394,1.063,0.085825
"KBTBD3",0.991,0.547,1.797,0.976584
"LOC146880",1.237,0.644,2.377,0.522702
"SCGB3A2",1.575,0.643,3.858,0.320598
"SVIL-AS1",0.424,0.126,1.42,0.16401
"XIRP2",0.725,0.248,2.115,0.555939
"CPNE4",1.148,0.177,7.427,0.88467
"LOC100289283",0.899,0.482,1.679,0.738543
"NCK1-AS1",0.669,0.426,1.049,0.079604
"RBPMS2",1.112,0.868,1.425,0.400622
"SIMC1",0.543,0.329,0.896,0.016929
"POLR2J2",1.134,0.6,2.141,0.699249
"PTGR1",1.06,0.73,1.539,0.758981
"TSPOAP1-AS1",1.23,0.605,2.499,0.567525
"FLJ20021",0.757,0.411,1.393,0.370144
"SLC25A35",0.535,0.218,1.312,0.171747
"LOC642361",1.434,0.835,2.461,0.191372
"LYRM7",0.932,0.617,1.408,0.737183
"SLC13A5",0.667,0.358,1.243,0.202024
"STYX",0.768,0.417,1.413,0.3958
"ZNF653",0.744,0.301,1.842,0.52278
"TATDN3",0.904,0.534,1.53,0.706384
"COL22A1",1.672,0.465,6.014,0.431604
"FAM162B",1.228,0.822,1.837,0.316094
"SNORD104",0.906,0.583,1.406,0.65856
"NAT8L",0.84,0.303,2.33,0.737651
"MAMDC2",0.963,0.759,1.22,0.752269
"STAC2",1.497,0.672,3.336,0.323862
"ARHGAP5-AS1",1,0.613,1.632,0.99995
"SH3RF2",0.606,0.383,0.961,0.033067
"DERL3",0.795,0.421,1.504,0.480957
"CES4A",0.601,0.319,1.132,0.114793
"SHF",1.1,0.74,1.635,0.63897
"ZNF397",0.747,0.251,2.22,0.599476
"SCARNA15",1.195,0.845,1.69,0.313562
"NHS",1.42,1.005,2.007,0.046859
"ALG10B",1.224,0.77,1.944,0.392909
"INTU",1.16,0.763,1.763,0.488078
"WHAMM",1.275,0.754,2.155,0.364191
"LYSMD4",0.977,0.547,1.745,0.937385
"ZNF19",0.172,0.046,0.645,0.00902
"ZNF449",1.956,0.943,4.056,0.071299
"ZBTB8OS",0.706,0.46,1.084,0.111878
"PITPNA-AS1",1.089,0.706,1.68,0.700355
"SP6",0.742,0.52,1.058,0.098938
"LOC729680",0.806,0.647,1.003,0.053674
"TBX2-AS1",0.637,0.262,1.549,0.319947
"SFTA3",0.97,0.758,1.241,0.80614
"TMEM169",0.793,0.287,2.189,0.653669
"CARNS1",0.958,0.426,2.152,0.91661
"TYMSOS",0.653,0.371,1.151,0.140558
"CCDC24",0.875,0.516,1.482,0.618411
"LOC100507487",0.917,0.52,1.617,0.764134
"C9orf24",0.655,0.429,0.999,0.049701
"TRERF1",1.66,0.864,3.189,0.127937
"METTL25",1.151,0.724,1.83,0.552603
"IMMP1L",0.843,0.554,1.282,0.425356
"CAPN8",0.952,0.792,1.145,0.603628
"ITGB2-AS1",1.282,0.634,2.591,0.488824
"ANKRD16",0.657,0.378,1.142,0.136584
"FAM225B",2.476,1.199,5.11,0.014236
"ARL9",0.705,0.371,1.339,0.285164
"CCDC107",1.43,0.811,2.519,0.216266
"SLC35F3",0.718,0.225,2.296,0.576383
"C17orf100",1.226,0.73,2.058,0.441038
"SPATA5",0.993,0.507,1.944,0.982943
"COL26A1",0.936,0.359,2.437,0.891546
"CNTN4",1.491,1.035,2.147,0.031842
"LRRC3B",0.71,0.213,2.369,0.577434
"ZNF436-AS1",1.438,0.721,2.867,0.302707
"ZBTB49",1.488,0.556,3.983,0.428992
"ZEB1-AS1",1.27,0.912,1.77,0.157672
"ATP6V0E2-AS1",0.882,0.378,2.056,0.77098
"LOC100507334",1.594,0.97,2.619,0.065887
"UQCC3",0.636,0.426,0.951,0.027346
"PROK1",0.969,0.333,2.817,0.953413
"KANK4",1.432,1.138,1.802,0.002219
"ZNF579",1.321,0.674,2.59,0.417708
"C7orf31",0.89,0.629,1.261,0.512465
"RASSF6",1.305,0.987,1.725,0.061729
"FDCSP",0.917,0.755,1.113,0.378944
"SLC7A6OS",0.698,0.363,1.343,0.281487
"PRKAG2-AS1",0.636,0.393,1.032,0.066795
"WNK4",0.913,0.639,1.305,0.617631
"MUM1L1",1.412,1.098,1.815,0.007116
"COL23A1",1.631,0.774,3.436,0.198183
"HSPA12B",1.4,0.717,2.733,0.323934
"SMYD4",1.835,0.951,3.54,0.070258
"C16orf89",1.112,0.686,1.802,0.666815
"LOC105374366",1.084,0.726,1.62,0.692578
"USP35",1.683,0.908,3.121,0.098236
"ZNF793-AS1",1.086,0.642,1.836,0.758959
"SNHG10",0.794,0.326,1.934,0.611824
"DUSP28",1.072,0.642,1.79,0.791562
"LOC643085",1.445,0.52,4.019,0.480331
"AGXT2",0.708,0.332,1.511,0.371812
"SLC51A",0.836,0.675,1.036,0.101889
"LRRC37B",0.587,0.35,0.986,0.043901
"LRRC57",1.048,0.574,1.914,0.877602
"NRG3",1.016,0.253,4.076,0.981659
"ZC3H12B",1.601,0.754,3.4,0.220587
"C17orf97",0.86,0.625,1.185,0.357303
"ZDHHC21",0.951,0.455,1.986,0.892723
"LDHD",0.823,0.596,1.135,0.234976
"FBLN7",0.905,0.491,1.668,0.74835
"TPCN2",1.822,0.599,5.54,0.290303
"MFSD4A",0.825,0.616,1.106,0.198543
"KIF12",1.003,0.608,1.655,0.991003
"SOS1-IT1",1.096,0.736,1.632,0.653244
"IGSF9",0.642,0.446,0.924,0.017001
"USP51",3.234,1.315,7.954,0.010565
"FAM71E1",1.017,0.621,1.666,0.946587
"DAPL1",1.141,0.902,1.443,0.270473
"LINC01503",1.579,1.043,2.39,0.03096
"RAB3C",0.861,0.152,4.881,0.865971
"TMEM178A",1.352,0.929,1.967,0.114633
"C2CD4B",0.447,0.218,0.916,0.027801
"ANKRD29",1.151,0.781,1.696,0.476913
"GKAP1",1.252,0.631,2.483,0.520003
"ANO5",1.037,0.744,1.445,0.829682
"LINC00959",1.001,0.69,1.452,0.995291
"ZNF571-AS1",0.875,0.354,2.162,0.772472
"SPATA18",1.37,0.937,2.004,0.10457
"HPDL",0.763,0.609,0.954,0.017719
"LOC100289361",0.615,0.339,1.115,0.109478
"MYOCD",1.117,0.903,1.383,0.307941
"NKAPL",0.552,0.154,1.972,0.360073
"RTN4RL2",0.633,0.209,1.912,0.417424
"MIR4458",0.835,0.553,1.258,0.388076
"LIN28B",0.574,0.252,1.307,0.185881
"SPESP1",1.38,1.063,1.792,0.015667
"AHRR",0.609,0.319,1.163,0.133247
"LINC00920",0.955,0.733,1.245,0.734084
"LOC101928673",0.931,0.445,1.949,0.850145
"PPP1R3F",1.076,0.399,2.902,0.884491
"GOLT1A",1.022,0.79,1.322,0.868618
"ILDR2",2.156,0.976,4.761,0.057441
"C1orf64",0.904,0.443,1.848,0.782959
"TINCR",0.385,0.17,0.873,0.022318
"L3MBTL3",1.56,1.104,2.204,0.011624
"IL17RE",0.728,0.281,1.884,0.512503
"SAMD13",0.951,0.775,1.168,0.633666
"KIF7",2.16,1.139,4.095,0.018328
"RBFOX3",0.932,0.465,1.867,0.843235
"SDK1",0.83,0.447,1.543,0.555755
"PNCK",0.745,0.396,1.402,0.362069
"LOC101243545",0.787,0.539,1.15,0.215705
"NAGS",0.894,0.668,1.198,0.454665
"GLIS3",1.527,1.126,2.071,0.006425
"MIR155",0.834,0.623,1.118,0.224679
"UQCC2",0.937,0.424,2.068,0.871122
"LOC101929243",0.975,0.629,1.512,0.910242
"LOC101929977",0.824,0.417,1.629,0.577751
"NBPF10",1.588,0.907,2.779,0.105263
"GALNT9",0.615,0.293,1.29,0.198321
"TMEM88",1.422,0.749,2.702,0.282004
"ANKHD1",1.552,0.714,3.371,0.266991
"FAM19A5",1.311,0.907,1.897,0.150113
"XAGE2",0.78,0.351,1.732,0.540952
"MAMDC4",1.2,0.755,1.906,0.439884
"MAEL",1.209,0.908,1.609,0.194293
"PPM1J",0.861,0.454,1.632,0.645685
"SHISA3",0.753,0.462,1.227,0.254731
"HOXD-AS2",1.066,0.62,1.832,0.817874
"ANKDD1A",4.462,1.911,10.414,0.000545
"FAM212A",0.862,0.405,1.836,0.700417
"MS4A14",1.326,0.758,2.321,0.322801
"WDR31",1.01,0.311,3.281,0.986965
"PTPDC1",1.389,0.783,2.465,0.260778
"FAM46B",1.402,0.952,2.066,0.087418
"SDR42E1",1.054,0.617,1.803,0.846514
"TMEM200C",1.314,0.527,3.281,0.558105
"AQP11",0.685,0.479,0.98,0.038197
"ZNF502",1.126,0.706,1.797,0.618039
