"gene_symbol","stouffer_z","stouffer_p","stouffer_fdr"
"KIAA1033",3.09811337800858,0.00194756904077074,0.53931036859991
"MTF2",3.08405333550922,0.00204200983661814,0.53931036859991
"KAT6A",3.07674211595349,0.00209276269059663,0.53931036859991
"FAM84A",-3.07581977752957,0.00209924689369292,0.53931036859991
"FEM1B",3.07324243181221,0.00211746390029989,0.53931036859991
"LAIR1",-3.07097063283183,0.00213364135338406,0.53931036859991
"SRGAP1",3.07048830708728,0.00213709054087892,0.53931036859991
"KLK6",3.06934639573598,0.00214527691921281,0.53931036859991
"ERO1A",3.06465957790318,0.00217917884469264,0.53931036859991
"MAPK8",3.06290692659797,0.00219198224474016,0.53931036859991
"ADAM9",3.06164283419243,0.00220125940191796,0.53931036859991
"EPSTI1",-3.05654961641867,0.0022390042091274,0.53931036859991
"COX5B",-3.0541570034768,0.00225693931546542,0.53931036859991
"CXCL9",-3.0481540361227,0.00230251869020828,0.542341830916488
"RAB21",3.03986141088897,0.00236687034789576,0.549647299945145
"INPP4B",3.01156109365761,0.00259908095811629,0.57948565263452
"LARP1B",3.01087162385173,0.0026049896220226,0.57948565263452
"FAHD2A",-3.00064838547655,0.00269405455724755,0.57948565263452
"SEPT6",-2.99721628037848,0.0027245733938051,0.57948565263452
"RFC1",2.98581066360636,0.00282827696159647,0.57948565263452
"PWP1",2.98565474836997,0.00282971923592531,0.57948565263452
"NEMF",2.98480426550664,0.00283759835057886,0.57948565263452
"RNGTT",2.98004224139363,0.00288208637177102,0.57948565263452
"TAPBPL",-2.97856611148713,0.00289600546746642,0.57948565263452
"ALG13",2.97566598871375,0.00292353088263526,0.57948565263452
"SNHG17",-2.97444322791942,0.00293520764451353,0.57948565263452
"COPE",-2.97215955471805,0.00295712963463354,0.57948565263452
"TPP1",-2.97097496632749,0.0029685597749829,0.57948565263452
"BRMS1L",2.96903128731446,0.00298740177546908,0.57948565263452
"TMOD3",2.95013449750031,0.00317635622443258,0.604223035825798
"KLHL28",2.94898233546567,0.00318822198670818,0.604223035825798
"AGPAT5",2.94423512579298,0.00323753937105636,0.60659714943156
"TMEM183B",-2.93864324626901,0.00329652283389866,0.607874257808367
"SERBP1",2.93662123758548,0.00331809092690157,0.607874257808367
"FAM199X",2.93284701222149,0.00335869349883871,0.608550971525853
"ZNF24",2.92142603928494,0.00348432993820517,0.611785726446897
"NAP1L1",2.91619093334596,0.00354333587744305,0.611785726446897
"PGP",-2.9097503212912,0.0036171759447228,0.611785726446897
"TMEM259",-2.90737842388959,0.00364471988468927,0.611785726446897
"RTCA",2.89907738719486,0.003742625071543,0.611785726446897
"ADAM10",2.89817951937538,0.00375335683942802,0.611785726446897
"RAN",2.89632460287817,0.00377561636235102,0.611785726446897
"MED28",2.89254929941655,0.00382129206301462,0.611785726446897
"SLC35F5",2.89100912889231,0.00384006965573923,0.611785726446897
"LSS",-2.89081642878866,0.00384242492586645,0.611785726446897
"PELI2",2.89038656723578,0.00384768362340923,0.611785726446897
"LOC101928830",2.89028056368236,0.00384898141910587,0.611785726446897
