"gene_symbol","dir_GSE104645","dir_GSE28702","dir_GSE72970","dir_GSE69657","dir_GSE39582"
"CASP1","down","up","up","down","down"
"ZNF548","down","up","up","down","up"
"HECTD2","down","up","up","down","up"
"ADGRF1","up",NA,NA,NA,NA
"PLCH1","down","up","up","down","down"
"MRPS7","up","up","up","up","down"
"KCNMA1","down","down","down","down","up"
"KTN1-AS1","up",NA,NA,NA,NA
"PYM1","up",NA,NA,NA,NA
"LOC101927305","up","down","up","down","down"
"PAX7","down","down","up","down","down"
"IVD","up","up","up","up","up"
"BRMS1L","down","up","up","down","up"
"XPR1","down","up","up","up","up"
"ZNF222","down","up","up","down","down"
"IDS","up","up","up","down","up"
"RP1L1","up","up","up","up","up"
"SLED1","up",NA,NA,NA,NA
"LINC00680","down",NA,NA,NA,NA
"ST18","up","up","down","down","up"
"SPACA6","down",NA,NA,NA,NA
"TK2","down","up","up","down","up"
"DCAF11","up","up","down","down","down"
"SLC35G2","down","up","down","down","up"
"PDE12","down","down","up","up","up"
"AHDC1","up","down","down","down","down"
"PGAP3","up","down","down","down","down"
"MARCH7","down","down","down","up","up"
"SMLR1","up","up","down","up","down"
"HOOK2","up","up","down","up","down"
"PHLPP2","down","down","up","down","down"
"GUSBP4","down",NA,NA,NA,NA
"TMSB10","up","down","up","down","down"
"SPATA17","up","up","down","up","up"
"TRIM52","down","up","up","up","up"
"DCP1A","up","down","up","up","up"
"TMEM123","up","up","down","up","up"
"IFT80","down","up","down","down","up"
"CCDC126","down","up","down","up","down"
"TEDDM1","down","down","up","down","down"
"TMEM183B","down",NA,NA,NA,NA
"PRSS12","down","down","up","up","down"
"UCP2","up","down","down","down","down"
"TIMM17B","up","down","down","up","up"
"INTS6","down","down","down","up","up"
"BCL6B","up","down","down","down","down"
"BTN2A2","down","up","up","down","down"
"AKAP8L","down","down","down","down","down"
"TPRG1","down","down","up","up","up"
"TCEAL3","down","up","up","down","up"
"DNAH8","up","down","up","down","down"
"PDK3","down","up","up","up","up"
"LYPD1","up","down","up","down","up"
"FOLR1","up","down","down","down","up"
"ETNK2","down","down","down","down","down"
"SCML1","down","up","up","up","up"
"ZNF160","down","up","down","down","up"
"LPAR2","up","down","down","up","down"
"RRAGB","down","up","up","up","up"
"ETV1","down","down","up","down","up"
"C15orf41","down","up","down","down","up"
"ERN2","up","down","down","up","down"
"LATS2","down","down","down","down","down"
"AMPD2","up","down","up","down","down"
"KIAA0226L","down","down","down","up","up"
"CSRNP3","down","up","up","down","up"
"ZNF512","down","up","down","down","down"
"TBC1D7","up","down","up","down","down"
"KATNBL1","down","up","up","up","up"
"CDC42EP3","down","down","down","down","up"
"RNF121","down","up","up","down","down"
"LMF1","up","down","down","down","down"
"CDC73","down","up","down","down","up"
"GLO1","down","up","down","up","down"
"SYNPO2","down","down","down","down","up"
"NMNAT1","up","up","up","up","up"
"SLC4A4","down","down","up","down","down"
"IFRD1","down","down","up","up","up"
"ZNF506","down","down","up","up","up"
"ATP8B5P","up","down","up","up","down"
"GFRA1","down","down","down","up","up"
"NUCB2","up","up","up","down","down"
"CEP152","up","up","up","up","up"
"DUSP16","down","down","down","up","down"
"TRIM5","down","down","up","up","down"
"AIPL1","up","down","down","down","down"
"UTP14C","down",NA,NA,NA,NA
"LOC107133515","down",NA,NA,NA,NA
"MBNL2","down","down","down","up","up"
"LY6G6E","down","down","up","up","down"
"GRIA4","down","down","down","up","up"
"ERV3-2","down","up","up","up","up"
"FOCAD","down","up","down","up","down"
"FAM126B","down","up","down","down","up"
"TRAPPC6B","down","up","up","down","up"
"ADAM15","up","down","down","down","down"
"TMEM109","up","down","down","down","down"
"MAPKAP1","down","down","up","down","down"
"PTPN20","down",NA,NA,NA,NA
"PLCB1","down","up","down","down","up"
"MGAT2","down","up","up","up","down"
"PTPRJ","down","down","up","up","down"
"ZNF76","down","up","down","up","down"
"RAB3GAP1","down","up","up","up","up"
"HOXA6","down","down","down","up","down"
"MEIS3","down","up","down","down","down"
"MOSPD1","down","up","up","down","up"
"PTPN14","up","up","down","down","up"
"LOC101928068","down","down","up","down","down"
"GPSM2","down","up","up","up","up"
"MYOF","down","up","down","down","up"
"DONSON","up","up","up","up","down"
"NSUN3","down","down","up","down","down"
"SLC25A39","up","down","down","up","down"
"RGS11","up","down","down","up","down"
"WNT11","up","up","down","up","down"
"GCOM1","down",NA,NA,NA,NA
"PTPN3","down","up","up","up","up"
"LOC441455","down",NA,NA,NA,NA
"USP27X-AS1","down","down","down","up","up"
"PRH1-PRR4","down",NA,NA,NA,NA
"NRAP","up","down","down","up","down"
"GKN1","up","down","down","up","down"
"HOGA1","down","up","down","down","up"
"GRPEL1","up","down","up","up","down"
"FSTL3","up","up","down","down","down"
"HIST2H2BE","down","down","up","down","up"
"LOC100507351","down","down","up","up","down"
"FAM200A","down","up","up","up","down"
"ZNF302","down","up","down","down","up"
"CIAPIN1","up","down","down","down","down"
"GPR180","down","up","up","up","down"
"HNRNPU","down","up","up","up","up"
"WRB","down","up","up","down","down"
"ACTRT2","up","up","down","up","down"
"SPTA1","up","down","up","up","down"
"HSFY2","up",NA,NA,NA,NA
"PPEF1","up","down","down","up","up"
"TFF2","up","up","up","down","down"
"POLD1","up","down","down","up","down"
"KLF3-AS1","down","up","down","down","up"
"CDV3","up","down","up","up","down"
"STK25","up","down","up","down","up"
"PCGF5","down","down","up","up","down"
"PGR","down","down","down","down","up"
"PGGT1B","down","down","up","up","down"
"SMYD4","down","up","up","down","up"
"KIAA0907","down","up","down","up","up"
"PRPF31","up","down","down","up","down"
"ANKRD6","down","up","up","down","up"
"EDNRB","down","down","up","down","up"
"NOD2","up","down","up","up","down"
"CBLN1","up","down","down","down","down"
"HIGD1B","up","down","down","down","up"
"TP53RK","down","up","down","up","down"
"C10orf76","down","up","down","down","down"
"UCP1","down","down","down","down","up"
"ANGPT2","down","down","up","down","up"
"ASPN","down","up","down","down","up"
"TAP2","down","down","up","down","down"
"CHN2","down","up","down","up","down"
"NAPRT","up","down","down","up","down"
"SLC5A6","down","down","down","up","down"
"MPI","up","up","up","down","down"
"TRIM17","down","down","down","up","down"
"ANKS6","down","down","up","up","down"
"NIPSNAP1","up","up","up","up","down"
"C12orf43","down","up","up","up","down"
"PNMAL1","down","up","up","down","up"
"PCOLCE","up","down","down","down","up"
"FANCA","down","down","up","down","down"
"TRMT10B","down","up","down","down","up"
"PSMG3-AS1","down","down","down","up","down"
"HOXA9","down",NA,NA,NA,NA
"STC2","up","up","up","down","up"
"DTX1","up","down","down","down","up"
"ZIC4","down","up","down","up","down"
"B3GALT5-AS1","down",NA,NA,NA,NA
"MUC17","up","down","up","down","down"
"ECT2","down","down","down","up","down"
"CAPN13","down","up","down","down","down"
"SSH1","up","down","up","up","up"
"ADAM28","up","up","up","down","down"
"SPTSSA","down","up","up","up","up"
"STEAP3","up","down","down","up","down"
"FAM135A","down","up","down","up","up"
"CEP68","down","up","down","down","up"
"UGGT2","down","down","up","up","up"
"ZNF92","down","up","down","up","down"
"APRT","up","down","down","up","down"
"PCDHB12","down","down","down","down","up"
"STXBP5","down","up","up","up","up"
"CD48","down","down","down","down","down"
"TMEM163","up","up","up","down","up"
"NUFIP2","down","up","up","up","up"
"CPT1A","up","down","down","up","down"
"TTC7A","down","down","up","down","down"
"HIPK2","down","down","up","down","down"
"MIER1","down","up","up","down","up"
"PJA1","down","up","up","up","up"
"RASD2","up","down","down","down","down"
"TNS4","up","down","down","up","down"
"SKA2","down","up","up","up","down"
"ARL17A","down",NA,NA,NA,NA
"TSPYL5","down","down","up","down","up"
"DKFZP434H168","up","up","down","up","down"
"B4GALNT4","up","down","down","down","down"
"SERP2","down","up","down","up","down"
"PNPO","up","up","up","up","down"
"IL17RD","down","down","down","down","up"
"BGN","up","up","down","down","up"
"LRRC37A4P","down","up","down","up","down"
"PPP1R9A","down","up","down","up","up"
"APC","down","down","up","up","down"
"EXOSC6","down","down","down","down","down"
"PRIM2","down","up","up","up","down"
"SP8","up","down","down","down","down"
"RRP12","up","down","down","up","down"
"TTC31","down","up","up","down","down"
"SHC4","down","up","down","down","up"
"TDG","down","up","up","up","up"
"ANP32A","down","up","up","up","down"
"NOS1","down","down","down","down","down"
"POLR3C","up","down","down","down","down"
"MPHOSPH8","down","down","down","up","up"
"STK19","up","down","down","down","down"
"KIAA1109","down","up","down","up","down"
"ALG6","down","down","up","up","up"
"TRIM37","down","up","up","up","down"
"PYROXD1","down","up","up","up","up"
"GBP3","down","up","down","up","up"
"RPS6KA6","down","up","up","up","up"
"ZNF593","up","down","up","up","down"
"EEF1D","up","down","down","down","up"
"SLC8A1","down","up","down","down","up"
"IGF2","up",NA,NA,NA,NA
"HHIPL1","down","down","down","down","down"
"PTPN9","down","up","down","up","up"
"COBLL1","down","down","up","down","up"
"BBOF1","down",NA,NA,NA,NA
"GTF2E1","down","up","up","down","down"
"WWC1","down","up","up","up","down"
"SLC4A7","down","down","up","down","up"
"LINC01361","up","up","down","up","down"
"C14orf119","up","up","up","down","down"
"DISP2","down","up","down","up","up"
"NUDT22","up","down","down","up","down"
"CAB39L","down","down","down","down","up"
"IRF7","up","down","down","down","down"
"TLR8","up","up","up","down","down"
"PIP4K2B","up","down","down","up","down"
"LOC100131662","down","up","down","up","down"
"BRPF3","down","up","up","up","down"
"NUB1","down","down","up","down","down"
"FARP2","down","down","down","down","down"
"LPIN1","down","down","up","up","down"
"SMG1","down",NA,NA,NA,NA
"LETM1","up","down","down","up","down"
"SLC22A5","down","down","down","up","down"
"WAPL","down",NA,NA,NA,NA
"FNDC10","up",NA,NA,NA,NA
"LRRN1","down","up","up","up","up"
"GFER","up","down","down","up","down"
"ARHGAP5","down","up","up","up","up"
"TMPO","down","down","up","up","down"
"ZNF621","down","up","up","down","up"
"CXCL13","up","down","up","down","down"
"KCNJ5","down","down","down","up","up"
"OSBP2","down","down","down","up","down"
"SNCG","up","down","down","down","down"
"ZBTB47","down","down","down","down","up"
"FLT4","up","down","down","down","down"
"ADI1","down","up","down","down","up"
"TSHZ2","down","up","down","down","up"
"HUNK","down","down","down","up","up"
"GAPDH","up","down","up","up","down"
"BBS9","down","up","down","down","up"
"ITIH5","down","down","up","down","up"
"UBR4","down","down","down","up","down"
"PHF21A","down","up","up","down","down"
"RNF185","down","up","up","down","up"
"FLJ38773","down","up","down","down","down"
"INTS5","up","down","down","up","down"
"ATP2A2","up","up","up","down","down"
"CCDC150","down","up","down","up","up"
"SLF2","down",NA,NA,NA,NA
"BPY2B","up",NA,NA,NA,NA
"CCL15","down",NA,NA,NA,NA
"KIF1BP","down",NA,NA,NA,NA
"DNHD1","down","down","down","up","up"
"BTBD19","up","up","down","down","up"
"ADAP2","up","up","down","down","down"
"HMCN1","down","up","down","down","up"
"ZMIZ1","down","down","down","down","up"
"PRDM11","down","down","down","down","down"
"LOC100419920","down",NA,NA,NA,NA
"ELOVL7","up","down","down","up","down"
"CSF3R","up","up","up","up","down"
"DYRK3","down","down","up","down","up"
"CYHR1","up","down","down","down","down"
"RC3H1","down","up","up","up","up"
"SPIN3","down","down","up","up","up"
"DLG2","up","down","down","down","up"
"C12orf65","up","up","up","up","down"
"COASY","up","up","up","up","down"
"CASR","up","down","down","up","down"
"TXNDC12","down","up","up","up","down"
"SLC26A4","up","down","up","down","down"
"PITPNM2","down","down","down","down","down"
"PRAC1","up","up","up","down","up"
"MIR181A2HG","down",NA,NA,NA,NA
"RNASE8","up",NA,NA,NA,NA
"ASRGL1","up","down","up","up","down"
"KLK12","up","down","up","up","down"
"MRAP","up","down","down","down","up"
"PTRF","up","down","down","down","up"
"SNORD22","down",NA,NA,NA,NA
"MIEN1","up","down","up","down","down"
"ZBED8","down","up","up","down","up"
"IBSP","up","up","down","up","down"
"CYLC1","up","down","up","up","up"
"CLHC1","up","up","up","up","up"
"IKZF1","up","down","down","down","down"
"TMCC3","down","up","up","up","down"
"ZNF20","down",NA,NA,NA,NA
"TRIM2","down","up","up","up","up"
"DACT1","up","down","up","down","up"
"TCEAL6","down",NA,NA,NA,NA
"CDC7","up","up","up","up","up"
"CYP27A1","down","up","down","down","down"
"CNTNAP2","up","down","down","up","up"
"TLK1","down","up","up","up","up"
"ING5","up","down","down","up","up"
"TEAD1","down","down","up","down","up"
"FKBP2","up","up","up","down","down"
"LOC101927204","down","down","down","up","up"
"DHCR24","up","down","up","up","down"
"CHST1","up","up","down","down","down"
"TIGD5","up","down","down","up","down"
"HNF4A","down","down","down","up","down"
"BRWD3","down","up","up","up","up"
"MRS2","down","up","up","up","down"
"FAM103A1","down","up","up","up","down"
"GTF3C3","down","up","up","up","up"
"RABEP1","down","up","up","down","up"
"TMEM104","up","up","down","down","up"
"TMEM87B","down","up","down","up","up"
"LRPAP1","down","up","up","down","down"
"EPM2AIP1","down","up","up","down","up"
"PBRM1","down","up","up","up","up"
"EIF5A","up","up","up","up","down"
"RRN3P1","down","up","up","up","down"
"AFP","up","up","down","down","up"
"VNN3","up","up","up","down","down"
"MAGEA12","down","up","up","down","up"
"PHKA1","down","up","up","up","up"
"EIF2B4","down","up","down","down","down"
"SAPCD2","up","down","up","down","down"
"ARHGEF17","up","down","down","down","up"
"RCOR1","down","up","up","up","down"
"ARHGDIG","up","down","down","up","down"
"CIDEA","down","down","down","down","down"
"AP1S2","down","down","up","down","up"
"FHL1","down","up","down","down","up"
"FRG1BP","down",NA,NA,NA,NA
"IKZF4","down","down","up","down","down"
"FAM95A","down","down","down","up","down"
"KLK8","up","up","up","up","up"
"ASPH","up","down","up","up","down"
"NBPF22P","down",NA,NA,NA,NA
"NXPH4","up","down","up","up","down"
"NMB","up","down","down","down","down"
"LGI2","down","down","down","down","down"
"RABL3","up","up","up","up","down"
"NHLH1","down","down","down","up","down"
"ASB7","down","up","up","up","down"
"LSM10","up","down","down","down","down"
"ZNF589","down","down","up","up","down"
"PCDHB4","down","down","up","down","up"
"PAQR4","up","down","up","up","down"
"GSDMB","up","down","down","down","down"
"GRAP2","down","down","down","down","down"
"PDE6B","down","down","down","down","down"
"CDR2","down",NA,NA,NA,NA
"WDR92","down","up","up","up","down"
"RBFOX1","up","down","down","up","down"
"ADGRF5","down",NA,NA,NA,NA
"MAGEA1","down","up","up","up","up"
"EPB41L4A","up","down","up","up","up"
"CHD6","up","up","up","down","up"
"TECPR2","down","up","up","down","up"
"SLC39A4","up","down","down","up","down"
"THEM6","up","down","down","up","down"
"PLXNB2","up","down","down","down","down"
"CMAHP","down","up","up","down","up"
"SAA1","up",NA,NA,NA,NA
"CDKN2AIPNL","down","up","up","down","down"
"PEAK1","up","down","down","down","up"
"HHIP","down","up","down","up","up"
"CACNB2","down","down","up","down","down"
"B3GNT5","down","down","up","up","down"
"SIGLEC10","up","up","down","down","down"
"IL13RA2","up","down","up","down","up"
"FNDC9","down","down","down","down","down"
"KIN","down","up","up","up","up"
"LENG1","up","down","down","down","down"
"TSPOAP1","up",NA,NA,NA,NA
"C21orf62-AS1","down",NA,NA,NA,NA
"ANKRD20A5P","down",NA,NA,NA,NA
"GFAP","up","down","down","up","down"
"SLC24A1","down","up","down","up","up"
"TENM3","up","down","down","down","down"
"DNAH14","down","up","up","up","up"
"CRABP1","down","up","down","down","down"
"FOXN3","down","down","up","down","down"
"HOOK3","down","up","up","down","up"
"KCNJ6","up","up","up","down","down"
"PHC3","down","down","down","down","up"
"WISP1","down","down","down","up","down"
"GIMAP2","down","up","down","down","down"
"OLIG2","up","down","up","up","up"
"SEC16B","down","up","up","up","down"
"ANK2","down","up","down","down","up"
"LRR1","down","down","down","up","down"
"BEX4","down","up","down","down","up"
"SCD5","up","up","up","down","down"
"IZUMO1","up","down","down","down","down"
"RHOD","up","down","down","down","up"
"TSSK6","up","down","down","down","down"
"SEMA7A","up","down","down","up","down"
"TCF7L1","down","down","down","down","up"
